ts_code,name,fullname,enname,list_date,delist_date,market,curr_type,list_status,created_at,updated_at
00183.HK,宏辉集团,宏辉集团控股有限公司,Winfull Group Holdings Limited,2010-12-02,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00184.HK,激成投资,激成投资(香港)有限公司,Keck Seng Investments (Hong Kong) Ltd.,1973-02-24,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00185.HK,正商实业,正商实业有限公司,Zensun Enterprises Limited,1972-12-20,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00186.HK,敏捷控股,敏捷控股有限公司,Nimble Holdings Company Limited,1987-07-09,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00187.HK,京城机电股份,北京京城机电股份有限公司,Beijing Jingcheng Machinery Electric Company Limited,1993-08-06,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00188.HK,新华汇富金融,新华汇富金融控股有限公司,Sunwah Kingsway Capital Holdings Ltd.,2000-09-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00189.HK,东岳集团,东岳集团有限公司,Dongyue Group Limited,2007-12-10,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00191.HK,丽新国际,丽新制衣国际有限公司,Lai Sun Garment (International) Ltd.,1987-12-03,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00193.HK,冠中地产,冠中地产有限公司,Capital Estate Ltd.,1972-09-11,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00194.HK,廖创兴企业,廖创兴企业有限公司,Liu Chong Hing Investment Ltd.,1972-11-13,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00195.HK,绿科科技国际,绿科科技国际有限公司,Greentech Technology International Limited,2008-11-12,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00196.HK,宏华集团,宏华集团有限公司,Honghua Group Limited,2008-03-07,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00197.HK,亨泰,亨泰消费品集团有限公司,Heng Tai Consumables Group Ltd.,2001-12-03,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00199.HK,德祥地产,德祥地产集团有限公司,ITC Properties Group Limited,1994-03-18,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00200.HK,新濠国际发展,新濠国际发展有限公司,Melco International Development Ltd.,1981-08-13,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00201.HK,华大酒店,华大酒店投资有限公司,Magnificent Hotel Investments Limited,1972-11-17,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00202.HK,润中国际控股,润中国际控股有限公司,"EverChina Int'l Holdings Co., Ltd.",2000-08-31,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00204.HK,资本界金控,资本界金控集团有限公司,Capital Realm Financial Holdings Group Limited,2000-12-12,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00205.HK,BFB HEALTH,BFB Health Limited,BFB Health Limited,1993-01-05,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00206.HK,华商能源,华商能源科技股份有限公司,"CM Energy Tech Co., Ltd.",2009-06-05,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00209.HK,万维智能科技,香港万维智能科技有限公司,Poly Xverse Intelligent Technology Co. Ltd,2002-03-06,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00210.HK,达芙妮国际,达芙妮国际控股有限公司,Daphne International Holdings Limited,1995-11-03,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00211.HK,STYLAND HOLD,大凌集团有限公司,Styland Holdings Ltd.,1991-12-05,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00212.HK,NANYANG HOLD,南洋集团有限公司,Nanyang Holdings Limited,1954-09-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00213.HK,NATIONAL ELEC H,乐声电子有限公司,National Electronics Holdings Ltd.,1985-02-04,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00214.HK,汇汉控股,汇汉控股有限公司,Asia Orient Holdings Ltd.,1986-01-06,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00215.HK,和记电讯香港,和记电讯香港控股有限公司,Hutchison Telecommunications Hong Kong Holdings Limited,2009-05-08,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00216.HK,建业实业,建业实业有限公司,"Chinney Investments,Ltd.",1973-01-31,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00217.HK,中国诚通发展集团,中国诚通发展集团有限公司,China Chengtong Development Group Ltd.,1972-01-10,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00218.HK,申万宏源香港,申万宏源(香港)有限公司,Shenwan Hongyuan (H.K.) Limited,1973-02-01,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00219.HK,顺豪物业,顺豪物业投资有限公司,Shun Ho Property Investments Ltd.,1973-05-10,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00220.HK,统一企业中国,统一企业中国控股有限公司,Uni-President China Holdings Ltd.,2007-12-17,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00222.HK,闽信集团,闽信集团有限公司,Min Xin Holdings Ltd.,1982-06-28,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00223.HK,易生活控股,易生活控股有限公司,Elife Holdings Limited,2002-04-10,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00224.HK,建生国际,建生国际集团有限公司,Pioneer Global Group Ltd.,1970-08-01,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00225.HK,博富临置业,博富临置业有限公司,Pokfulam Development Co. Ltd.,1972-12-19,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00227.HK,第一上海,第一上海投资有限公司,First Shanghai Investments Ltd.,1972-08-24,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00228.HK,中能控股,中国能源开发控股有限公司,China Energy Development Holdings Limited,2002-02-18,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00229.HK,利民实业,利民实业有限公司,Raymond Industrial Ltd.,1984-11-22,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00232.HK,大陆航空科技控股,大陆航空科技控股有限公司,Continental Aerospace Technologies Holding Limited,1991-12-12,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00234.HK,新世纪集团,新世纪集团香港有限公司,New Century Group Hong Kong Ltd.,1972-11-24,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00235.HK,中策资本控股,中策资本控股有限公司,CSC Holdings Limited,1972-12-04,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00236.HK,香港生力啤,香港生力啤酒厂有限公司,San Miguel Brewery Hong Kong Ltd.,1963-07-22,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00237.HK,安全货仓,安全货仓有限公司,"Safety Godown Co., Ltd.",1973-01-09,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00239.HK,白花油,白花油国际有限公司,Pak Fah Yeow International Ltd.,1991-12-18,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00240.HK,利基控股,利基控股有限公司,Build King Holdings Ltd.,1973-03-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00241.HK,阿里健康,阿里健康信息技术有限公司,Alibaba Health Information Technology Limited,1972-07-06,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00242.HK,信德集团,信德集团有限公司,Shun Tak Holdings Ltd.,1973-01-25,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00243.HK,QPL INT'L,品质国际集团有限公司,QPL International Holdings Ltd.,1987-01-20,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00244.HK,先施,先施有限公司,The Sincere Co. Ltd.,1921-01-01,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00245.HK,中薇金融,中薇金融控股有限公司,China Vered Financial Holding Corporation Limited,1972-08-25,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00247.HK,TST PROPERTIES,尖沙咀置业集团有限公司,Tsim Sha Tsui Properties Ltd.,1972-07-20,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00248.HK,香港通讯国际控股,香港通讯国际控股有限公司,HKC International Holdings Ltd.,2001-11-09,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00251.HK,爪哇控股,爪哇控股有限公司,S E A Holdings Ltd.,1973-10-03,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00252.HK,华信地产财务,华信地产财务有限公司,Southeast Asia Properties & Finance Ltd.,1973-03-01,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00253.HK,顺豪控股,顺豪控股有限公司,Shun Ho Holdings Ltd.,1980-10-13,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00254.HK,国家联合资源,国家联合资源控股有限公司,National United Resources Holdings Limited,1972-11-16,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00255.HK,龙记集团,龙记集团控股有限公司,Lung Kee Group Holdings Limited,1993-03-05,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00256.HK,冠城钟表珠宝,冠城钟表珠宝集团有限公司,Citychamp Watch & Jewellery Group Limited,1991-12-10,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00257.HK,光大环境,中国光大环境(集团)有限公司,China Everbright Environment Group Ltd.,1973-01-01,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00258.HK,汤臣集团,汤臣集团有限公司,Tomson Group Ltd.,1982-07-26,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00259.HK,亿都(国际控股),亿都(国际控股)有限公司,Yeebo (International Holdings) Ltd.,1993-09-01,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00261.HK,GBA集团,GBA集团有限公司,GBA Holdings Limited,1991-12-30,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00262.HK,迪臣发展国际,迪臣发展国际集团有限公司,Deson Development International Holdings Ltd.,1997-06-10,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00264.HK,中联发展控股,中联发展控股集团有限公司,China International Development Corporation Limited,2003-03-12,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00265.HK,港誉智慧城市服务,港誉智慧城市服务控股有限公司,Gangyu Smart Urban Services Holding Limited,1972-12-12,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00266.HK,天德地产,天德地产有限公司,Tian Teck Land Ltd.,1986-02-26,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00267.HK,中信股份,中国中信股份有限公司,CITIC Limited,1986-02-26,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00268.HK,金蝶国际,金蝶国际软件集团有限公司,Kingdee International Software Group Company Limited,2005-07-20,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00269.HK,中国资源交通,中国资源交通集团有限公司,China Resources and Transportation Group Limited,1973-03-19,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00270.HK,粤海投资,粤海投资有限公司,Guangdong Investment Ltd.,1973-01-05,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00271.HK,亚证地产,亚证地产有限公司,Asiasec Properties Limited,1973-02-28,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00272.HK,瑞安房地产,瑞安房地产有限公司,Shui On Land Limited,2006-10-04,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00274.HK,复兴亚洲,复兴亚洲丝路集团有限公司,Renaissance Asia Silk Road Group Limited,2000-12-18,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00276.HK,蒙古能源,蒙古能源有限公司,Mongolia Energy Corporation Limited,1972-08-23,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00277.HK,太兴置业,太兴置业有限公司,Tern Properties Co. Ltd.,1989-01-04,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00279.HK,裕承科金,裕承科金有限公司,Arta TechFin Corporation Limited,1988-05-11,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00280.HK,景福集团,景福集团有限公司,King Fook Holdings Ltd.,1988-03-28,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00285.HK,比亚迪电子,比亚迪电子(国际)有限公司,BYD Electronic (International) Company Limited,2007-12-20,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00286.HK,爱帝宫,爱帝宫母婴健康股份有限公司,Aidigong Maternal & Child Health Limited,1990-09-07,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00287.HK,永发置业,永发置业有限公司,Winfair Investment Co. Ltd.,1973-03-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00288.HK,万洲国际,万洲国际有限公司,WH Group Limited,2014-08-05,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00289.HK,WING ON CO,永安国际有限公司,Wing On Company International Ltd.,1980-01-02,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00290.HK,国富量子(五百),国富量子创新有限公司,GoFintech Quantum Innovation Limited,2001-05-03,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00291.HK,华润啤酒,华润啤酒(控股)有限公司,China Resources Beer (Holdings) Company Limited,1973-11-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00293.HK,国泰航空,国泰航空有限公司,Cathay Pacific Airways Ltd.,1986-05-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00294.HK,长江制衣,长江制衣有限公司,Yangtzekiang Garment Limited,1970-09-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00295.HK,江山控股,江山控股有限公司,Kong Sun Holdings Ltd.,1970-11-28,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00296.HK,英皇娱乐酒店,英皇娱乐酒店有限公司,Emperor Entertainment Hotel Limited,1988-12-30,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00297.HK,中化化肥,中化化肥控股有限公司,Sinofert Holdings Limited,1996-09-30,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00298.HK,庄士中国,庄士中国投资有限公司,Chuang's China Investments Ltd.,1980-01-23,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00299.HK,宝新置地,宝新置地集团有限公司,Glory Sun Land Group Ltd.,2004-04-30,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00300.HK,美的集团,美的集团股份有限公司,"Midea Group Co., Ltd.",2024-09-17,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00301.HK,三和精化,三和精化集团有限公司,SANVO Fine Chemicals Group Ltd.,2020-01-16,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00302.HK,中手游,中手游科技集团有限公司,CMGE Technology Group Limited,2019-10-31,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00303.HK,VTECH HOLDINGS,伟易达集团有限公司,VTech Holdings Ltd.,1992-11-05,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00305.HK,五菱汽车,五菱汽车集团控股有限公司,Wuling Motors Holdings Limited,1992-11-23,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00306.HK,冠忠巴士集团,冠忠巴士集团有限公司,Kwoon Chung Bus Holdings Ltd.,1996-09-25,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00308.HK,香港中旅,香港中旅国际投资有限公司,China Travel International Investment Hong Kong Ltd.,1992-11-11,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00309.HK,新华通讯频媒,新华通讯频媒控股有限公司,Xinhua News Media Holdings Limited,2003-07-25,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00310.HK,嘉进投资国际,嘉进投资国际有限公司,Prosperity Investment Holdings Limited,1992-12-21,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00311.HK,联泰控股,联泰控股有限公司,Luen Thai Holdings Ltd.,2004-07-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00312.HK,岁宝百货,岁宝百货控股(中国)有限公司,Shirble Department Store Holdings (China) Ltd.,2010-11-17,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00313.HK,裕田中国,裕田中国发展有限公司,Richly Field China Development Limited,1993-01-05,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00314.HK,思派健康,思派健康科技有限公司,"Sipai Health Technology Co., Ltd.",2022-12-23,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00315.HK,数码通电讯,数码通电讯集团有限公司,SmarTone Telecommunications Holdings Ltd.,1996-10-31,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00316.HK,东方海外国际,东方海外(国际)有限公司,Orient Overseas (International) Ltd.,1992-07-31,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00317.HK,中船防务,中船海洋与防务装备股份有限公司,CSSC Offshore & Marine Engineering (Group) Company Limited,1993-08-06,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00318.HK,黄河实业,黄河实业有限公司,Vongroup Ltd.,2001-10-09,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00320.HK,金宝通,金宝通集团有限公司,Computime Group Limited,2006-10-09,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00321.HK,德永佳集团,德永佳集团有限公司,Texwinca Holdings Ltd.,1992-08-06,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00322.HK,康师傅控股,康师傅控股有限公司,Tingyi (Cayman Islands) Holding Corp.,1996-02-05,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00323.HK,马鞍山钢铁股份,马鞍山钢铁股份有限公司,Maanshan Iron & Steel Company Limited,1993-11-03,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00325.HK,布鲁可,布鲁可集团有限公司,Bloks Group Limited,2025-01-10,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00326.HK,中国星集团,中国星集团有限公司,China Star Entertainment Limited,1992-11-12,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00327.HK,百富环球,百富环球科技有限公司,PAX Global Technology Limited,2010-12-20,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
